0;1916207280000;876031;000162057;000;000;000;2019-05-27 14:00:29;
0;1916207280000;876031;000000000;000;000;000;2019-05-27 14:00:29;
0;1916207310000;876047;000162057;000;000;000;2019-05-27 14:00:48;
0;1916207310000;876047;000000000;000;000;000;2019-05-27 14:00:48;
0;1916102340000;873603;000170019;000;000;000;2019-05-27 14:01:28;
0;1916102340000;873603;000114437;000;000;000;2019-05-27 14:01:28;
0;1916102340000;873603;000114437;000;000;000;2019-05-27 14:01:28;
0;1916102340000;873603;000170019;000;000;000;2019-05-27 14:01:28;
0;1916204480000;874411;000227625;000;000;000;2019-05-27 14:16:11;
0;1916204480000;874411;000000000;000;000;000;2019-05-27 14:16:11;
0;1916204480000;874411;000134135;000;000;000;2019-05-27 14:16:11;
0;1916204480000;874411;000173344;000;000;000;2019-05-27 14:16:11;
0;1916203170000;875176;000266239;000;000;000;2019-05-27 14:18:27;
0;1916203170000;875176;000174825;000;000;000;2019-05-27 14:18:27;
0;1916203170000;875176;000000000;000;000;000;2019-05-27 14:18:27;
0;1916203170000;875176;000266239;000;000;000;2019-05-27 14:18:27;
0;1916203170000;875176;000174825;000;000;000;2019-05-27 14:18:27;
0;1916203040000;868532;000251651;000;000;000;2019-05-27 14:26:03;
0;1916203040000;868532;000181576;000;000;000;2019-05-27 14:26:03;
0;1916203040000;868532;000000000;000;000;000;2019-05-27 14:26:03;
0;1916203040000;868532;000174908;000;000;000;2019-05-27 14:26:03;
0;1916003530000;872178;000180674;000;000;000;2019-05-27 14:31:09;
0;1916003560000;872183;000180674;000;000;000;2019-05-27 14:31:09;
0;1916003620000;872190;000180674;000;000;000;2019-05-27 14:32:37;
0;1916003640000;872191;000180674;000;000;000;2019-05-27 14:32:49;
0;1916003650000;872195;000180674;000;000;000;2019-05-27 14:33:20;
0;1916003780000;872200;000180674;000;000;000;2019-05-27 14:34:10;
0;1916003800000;872215;000180674;000;000;000;2019-05-27 14:34:29;
0;1916003810000;872216;000180674;000;000;000;2019-05-27 14:34:41;
0;1916007880000;872863;000180674;000;000;000;2019-05-27 14:35:24;
0;1916008010000;872887;000180674;000;000;000;2019-05-27 14:35:34;
0;1916008260000;872947;000180674;000;000;000;2019-05-27 14:36:05;
0;1916008280000;872950;000180674;000;000;000;2019-05-27 14:36:16;
0;1916008460000;872971;000180674;000;000;000;2019-05-27 14:36:31;
0;1916008540000;872997;000180674;000;000;000;2019-05-27 14:37:28;
0;1916008820000;873010;000180674;000;000;000;2019-05-27 14:42:03;
0;1916101310000;873431;000180674;000;000;000;2019-05-27 14:42:59;
0;1916204740000;875475;000181857;000;000;000;2019-05-27 14:44:53;
0;1916204770000;875478;000181857;000;000;000;2019-05-27 14:45:05;
0;1916007280000;872711;000182272;000;000;000;2019-05-27 14:47:14;
0;1916007280000;872711;000182010;000;000;000;2019-05-27 14:47:14;
0;1916201580000;858986;000141418;000;000;000;2019-05-27 14:51:50;
0;1916201580000;858986;000228671;000;000;000;2019-05-27 14:51:50;
0;1916201580000;858986;000228576;000;000;000;2019-05-27 14:51:50;
0;1916201580000;858986;000228467;000;000;000;2019-05-27 14:51:50;
0;1916201580000;858986;000228550;000;000;000;2019-05-27 14:51:50;
0;1916201580000;858986;000185006;000;000;000;2019-05-27 14:51:50;
0;1916201470000;859051;000141418;000;000;000;2019-05-27 14:52:50;
0;1916201470000;859051;000228671;000;000;000;2019-05-27 14:52:50;
0;1916201470000;859051;000228576;000;000;000;2019-05-27 14:52:50;
0;1916201470000;859051;000228467;000;000;000;2019-05-27 14:52:50;
0;1916201470000;859051;000228550;000;000;000;2019-05-27 14:52:50;
0;1916201470000;859051;000185006;000;000;000;2019-05-27 14:52:50;
0;1916201370000;859499;000141418;000;000;000;2019-05-27 14:53:34;
0;1916201370000;859499;000228671;000;000;000;2019-05-27 14:53:34;
0;1916201370000;859499;000228576;000;000;000;2019-05-27 14:53:34;
0;1916201370000;859499;000228467;000;000;000;2019-05-27 14:53:34;
0;1916201370000;859499;000228550;000;000;000;2019-05-27 14:53:34;
0;1916201370000;859499;000185006;000;000;000;2019-05-27 14:53:34;
0;1916208870000;876435;000186233;000;000;000;2019-05-27 14:55:19;
0;1916300570000;862558;000233798;000;000;000;2019-05-27 14:56:39;
0;1916300570000;862558;000188411;000;000;000;2019-05-27 14:56:39;
0;1916300570000;862558;000188411;000;000;000;2019-05-27 14:56:39;
0;1916300570000;862558;000171035;000;000;000;2019-05-27 14:56:39;
0;1916300570000;862558;000186691;000;000;000;2019-05-27 14:56:39;
0;1916300570000;862558;000171284;000;000;000;2019-05-27 14:56:39;
0;1916300560000;862588;000188411;000;000;000;2019-05-27 14:57:06;
0;1916300560000;862588;000188411;000;000;000;2019-05-27 14:57:06;
0;1916300560000;862588;000186691;000;000;000;2019-05-27 14:57:06;
0;1916300560000;862588;000171284;000;000;000;2019-05-27 14:57:06;
0;1916201150000;873707;000124350;000;000;000;2019-05-27 14:57:32;
0;1916201150000;873707;000196076;000;000;000;2019-05-27 14:57:32;
0;1916201150000;873707;000124350;000;000;000;2019-05-27 14:57:32;
0;1916201150000;873707;000196076;000;000;000;2019-05-27 14:57:32;
0;1916201150000;873707;000186694;000;000;000;2019-05-27 14:57:32;
0;1916009930000;867543;000191968;000;000;000;2019-05-27 14:58:09;
0;1916009930000;867543;000000000;000;000;000;2019-05-27 14:58:09;
0;1916009930000;867543;002122562;000;000;000;2019-05-27 14:58:09;
0;1916204290000;875374;000193802;000;000;000;2019-05-27 14:59:08;
0;1916204330000;875391;000193802;000;000;000;2019-05-27 14:59:57;
0;1916105750000;874120;000193968;000;000;000;2019-05-27 15:07:10;
0;1916105750000;874120;002122565;000;000;000;2019-05-27 15:07:10;
0;1916105750000;874120;002122565;000;000;000;2019-05-27 15:07:10;
